ORCID,PUB_DATE,DOI,already_oa,issn,policy_uri,submitted_oa_policy,accepted_oa_policy,published_oa_policy
https://orcid.org/0000-0001-9044-0701,2025-01-01,https://doi.org/10.1139/facets-2023-0239,yes,2371-1671,https://v2.sherpa.ac.uk/id/publication/30948,3878:fee_no:Published source must be acknowledged with citation Must link to published article with DOI;,None,None
,2025-01-28,https://doi.org/10.1177/0160449x251315770,yes,0160-449X,https://v2.sherpa.ac.uk/id/publication/9363,None,None,None
https://orcid.org/0000-0002-9383-8253,2025-01-29,https://doi.org/10.1097/nne.0000000000001808,no,0363-3624,https://v2.sherpa.ac.uk/id/publication/8883,None,6750:fee_no:Set statement to accompany deposit;,None
https://orcid.org/0000-0002-5404-002X,2025-01-30,https://doi.org/10.1111/ijmr.12394,yes,1460-8545,https://v2.sherpa.ac.uk/id/publication/13981,11212:fee_no:May not be updated with Publisher's Version/PDF Must acknowledge acceptance for publication Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,11213:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None
https://orcid.org/0000-0003-2909-8286,2025-01-30,https://doi.org/10.12968/bjca.2024.0078,no,1749-6403,https://v2.sherpa.ac.uk/id/publication/12195,None,11348:fee_no:Must link to publisher version Set statement must accompany deposit;,None
https://orcid.org/0000-0003-3407-9872,2025-01-29,https://doi.org/10.5130/ijcre.v18i1.9204,yes,1836-3393,https://v2.sherpa.ac.uk/id/publication/27501,None,None,None
https://orcid.org/0000-0002-7907-287X,2025-02-04,https://doi.org/10.1002/chem.202500273,yes,0947-6539,https://v2.sherpa.ac.uk/id/publication/1518,11204:fee_no:Must acknowledge acceptance for publication May not be updated with Publisher's Version/PDF Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None,None
https://orcid.org/0000-0001-7892-501X,2025-02-06,https://doi.org/10.1136/ip-2024-045529,yes,1353-8047,https://v2.sherpa.ac.uk/id/publication/1899,None,197:fee_no:Upon online publication Publisher copyright and source must be acknowledged Must link to published article with DOI Set statement to accompany deposit;10362:fee_no:Upon online publication Publisher source must be acknowledged with citation Must link to published article with DOI Set statement to accompany deposit;,11335:fee_yes:Published source must be acknowledged with citation Must link to publisher version;
,2025-02-06,https://doi.org/10.1075/ml.00026.ted,no,1871-1340,https://v2.sherpa.ac.uk/id/publication/10996,None,None,372:fee_yes:Published source must be acknowledged with citation;
,2025-02-07,https://doi.org/10.1080/14927713.2025.2461784,no,1492-7713,https://v2.sherpa.ac.uk/id/publication/19183,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
https://orcid.org/0009-0004-2631-2931,2025-02-09,https://doi.org/10.1177/00222194241312189,yes,0022-2194,https://v2.sherpa.ac.uk/id/publication/9307,None,None,None
https://orcid.org/0000-0003-1333-6825,2025-02-10,https://doi.org/10.1038/s41598-025-86700-w,yes,2045-2322,https://v2.sherpa.ac.uk/id/publication/24229,None,None,None
https://orcid.org/0000-0003-2161-5613,2025-02-11,https://doi.org/10.1002/aur.70001,yes,1939-3806,https://v2.sherpa.ac.uk/id/publication/230,None,None,None
https://orcid.org/0000-0002-4214-8543,2025-02-13,https://doi.org/10.1007/s00421-025-05702-8,yes,1439-6319,https://v2.sherpa.ac.uk/id/publication/28234,None,None,None
https://orcid.org/0000-0003-3806-8986,2025-02-12,https://doi.org/10.1080/15230430.2024.2445945,yes,1523-0430,https://v2.sherpa.ac.uk/id/publication/13504,None,None,None
https://orcid.org/0000-0002-0431-2787,2025-02-13,https://doi.org/10.23889/ijpds.v10i1.2475,yes,2399-4908,https://v2.sherpa.ac.uk/id/publication/33502,"5667:fee_no:Upon publication, published source must be acknowledged with citation Upon publication, must link to published article via DOI;",None,None
,2025-02-01,https://doi.org/10.1016/j.bbr.2025.115478,yes,0166-4328,https://v2.sherpa.ac.uk/id/publication/12474,None,11132:fee_no:Must link to publisher version with DOI Publisher source must be acknowledged with citation;11136:fee_no:Must link to published article with DOI Publisher source must be acknowledged with citation;,11134:fee_no:Published source must be acknowledged with citation;11135:fee_yes:Published source must be acknowledged with citation;
,2025-02-14,https://doi.org/10.1002/cbic.202500022,yes,1439-4227,https://v2.sherpa.ac.uk/id/publication/1459,11204:fee_no:Must acknowledge acceptance for publication May not be updated with Publisher's Version/PDF Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None,None
https://orcid.org/0000-0002-7274-4645,2025-02-14,https://doi.org/10.1123/jsm.2025-0005,no,0888-4773,https://v2.sherpa.ac.uk/id/publication/12254,None,3849:fee_no:Publisher copyright and source must be acknowledged Must link to publisher version with DOI Set statement to accompany deposit (see policy);,None
https://orcid.org/0000-0002-6897-1407,2025-01-01,https://doi.org/10.1111/cag.70004,no,0008-3658,https://v2.sherpa.ac.uk/id/publication/7624,11212:fee_no:May not be updated with Publisher's Version/PDF Must acknowledge acceptance for publication Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,11213:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None
https://orcid.org/0000-0002-5214-1943,2025-02-18,https://doi.org/10.1136/jech-2024-223176,no,0143-005X,https://v2.sherpa.ac.uk/id/publication/1901,None,197:fee_no:Upon online publication Publisher copyright and source must be acknowledged Must link to published article with DOI Set statement to accompany deposit;10362:fee_no:Upon online publication Publisher source must be acknowledged with citation Must link to published article with DOI Set statement to accompany deposit;,11335:fee_yes:Published source must be acknowledged with citation Must link to publisher version;
https://orcid.org/0000-0003-3409-5979,2025-02-17,https://doi.org/10.1037/dev0001927,no,0012-1649,https://v2.sherpa.ac.uk/id/publication/3453,None,195:fee_no:After acceptance Publisher copyright and source must be acknowledged Must link to publisher version with DOI Set statement must accompany deposit;,None
https://orcid.org/0000-0002-8262-5412,2025-02-19,https://doi.org/10.1080/16078055.2025.2461174,no,0441-9057,None,None,None,None
https://orcid.org/0000-0002-6214-9260,2025-02-19,https://doi.org/10.1063/5.0250081,no,0021-9606,https://v2.sherpa.ac.uk/id/publication/9875,None,824:fee_no:Publisher copyright and source must be acknowledged with set statement (see policy) Must link to published version;,825:fee_no:Must link to published version Publisher copyright and source must be acknowledged with set statement (see policy);
https://orcid.org/0009-0005-1344-588X,2025-02-19,https://doi.org/10.33178/alpha.28.07,yes,2009-4078,https://v2.sherpa.ac.uk/id/publication/37944,5542:fee_no:Published source must be acknowledged with citation Set statement to accompany deposit (see website);,None,None
https://orcid.org/0000-0002-8262-5412,2025-02-19,https://doi.org/10.1111/1471-0528.18121,yes,1470-0328,https://v2.sherpa.ac.uk/id/publication/7615,11204:fee_no:Must acknowledge acceptance for publication May not be updated with Publisher's Version/PDF Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None,None
https://orcid.org/0000-0002-6214-9260,2025-02-25,https://doi.org/10.1063/5.0246344,no,0021-9606,https://v2.sherpa.ac.uk/id/publication/9875,None,824:fee_no:Publisher copyright and source must be acknowledged with set statement (see policy) Must link to published version;,825:fee_no:Must link to published version Publisher copyright and source must be acknowledged with set statement (see policy);
https://orcid.org/0000-0001-9583-4582,2025-02-25,https://doi.org/10.3390/children12030281,yes,2227-9067,https://v2.sherpa.ac.uk/id/publication/25580,None,None,None
https://orcid.org/0000-0001-7289-2675,2025-02-01,https://doi.org/10.1016/j.ijbiomac.2025.141450,yes,0141-8130,https://v2.sherpa.ac.uk/id/publication/12553,None,None,10952:fee_yes:Published source must be acknowledged with citation;10953:fee_yes:Published source must be acknowledged with citation;
,2025-02-25,https://doi.org/10.1163/22224297-08501038,no,0084-4152,https://v2.sherpa.ac.uk/id/publication/18,322:fee_no:Published source must be acknowledged Must link to publisher version Academic Social Network must adhere to STM sharing principles;,323:fee_no:Published source must be acknowledged Must link to publisher version Academic Social Network must adhere to STM sharing principles;,None
https://orcid.org/0000-0001-7217-3443,2025-02-27,https://doi.org/10.3390/nu17050830,yes,2072-6643,https://v2.sherpa.ac.uk/id/publication/17521,None,None,None
https://orcid.org/0000-0002-3873-8196,2025-02-28,https://doi.org/10.3390/e27030254,yes,1099-4300,https://v2.sherpa.ac.uk/id/publication/24797,None,None,None
https://orcid.org/0000-0003-1631-9924,2025-03-03,https://doi.org/10.1371/journal.pone.0313103,yes,1932-6203,https://v2.sherpa.ac.uk/id/publication/17599,None,None,None
https://orcid.org/0000-0003-3599-8563,2025-03-05,https://doi.org/10.3390/healthcare13050564,yes,2227-9032,https://v2.sherpa.ac.uk/id/publication/24801,None,None,None
,2025-03-07,https://doi.org/10.1167/jov.25.3.5,yes,1534-7362,https://v2.sherpa.ac.uk/id/publication/17884,None,None,None
https://orcid.org/0000-0002-3859-3257,2025-01-01,https://doi.org/10.1123/jpah.2024-0225,no,1543-3080,https://v2.sherpa.ac.uk/id/publication/12252,None,3849:fee_no:Publisher copyright and source must be acknowledged Must link to publisher version with DOI Set statement to accompany deposit (see policy);,None
,2025-01-01,https://doi.org/10.1123/jsep.2025-0055,no,0895-2779,https://v2.sherpa.ac.uk/id/publication/12253,None,3849:fee_no:Publisher copyright and source must be acknowledged Must link to publisher version with DOI Set statement to accompany deposit (see policy);,None
https://orcid.org/0000-0001-8985-2610,2025-03-04,https://doi.org/10.1002/jeab.70002,yes,0022-5002,https://v2.sherpa.ac.uk/id/publication/27382,11204:fee_no:Must acknowledge acceptance for publication May not be updated with Publisher's Version/PDF Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None,None
https://orcid.org/0000-0002-3639-2689,2025-03-10,https://doi.org/10.1080/10803548.2025.2466919,no,1080-3548,https://v2.sherpa.ac.uk/id/publication/30760,None,None,None
https://orcid.org/0000-0001-8498-1712,2025-03-01,https://doi.org/10.1002/ab.70024,yes,0096-140X,https://v2.sherpa.ac.uk/id/publication/13815,11204:fee_no:Must acknowledge acceptance for publication May not be updated with Publisher's Version/PDF Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None,None
https://orcid.org/0000-0001-5038-8355,2025-03-09,https://doi.org/10.1029/2024av001430,yes,2576-604X,https://v2.sherpa.ac.uk/id/publication/43732,None,None,None
,2025-02-24,https://doi.org/10.1111/soin.70000,yes,0038-0245,https://v2.sherpa.ac.uk/id/publication/6966,11212:fee_no:May not be updated with Publisher's Version/PDF Must acknowledge acceptance for publication Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,11213:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None
https://orcid.org/0000-0002-6897-1407,2025-03-01,https://doi.org/10.1111/jfr3.70006,yes,1753-318X,https://v2.sherpa.ac.uk/id/publication/15963,None,None,None
https://orcid.org/0009-0004-8316-9174,2025-03-12,https://doi.org/10.1177/17579759251317518,no,1757-9759,https://v2.sherpa.ac.uk/id/publication/6757,None,None,None
,2025-03-01,https://doi.org/10.1002/cnr2.70161,yes,2573-8348,https://v2.sherpa.ac.uk/id/publication/35448,8051:fee_no:Publisher source must be acknowledged with citation Must link to published article with DOI;,None,None
,2025-01-01,https://doi.org/10.1123/jsm.2024-0269,no,0888-4773,https://v2.sherpa.ac.uk/id/publication/12254,None,3849:fee_no:Publisher copyright and source must be acknowledged Must link to publisher version with DOI Set statement to accompany deposit (see policy);,None
https://orcid.org/0000-0002-6214-9260,2025-03-17,https://doi.org/10.1063/5.0252227,yes,0021-9606,https://v2.sherpa.ac.uk/id/publication/9875,None,824:fee_no:Publisher copyright and source must be acknowledged with set statement (see policy) Must link to published version;,825:fee_no:Must link to published version Publisher copyright and source must be acknowledged with set statement (see policy);
https://orcid.org/0000-0001-7892-501X,2025-03-18,https://doi.org/10.1093/eurpub/ckaf032,yes,1101-1262,https://v2.sherpa.ac.uk/id/publication/1343,None,None,None
https://orcid.org/0000-0002-4989-5058,2025-03-01,https://doi.org/10.1055/s-0045-1804661,no,0934-8387,https://v2.sherpa.ac.uk/id/publication/10842,None,None,None
https://orcid.org/0000-0002-6870-2872,2025-03-18,https://doi.org/10.1152/jn.00016.2025,no,0022-3077,https://v2.sherpa.ac.uk/id/publication/32002,None,None,None
https://orcid.org/0000-0001-8580-4275,2025-03-19,https://doi.org/10.1177/09075682251323189,no,0907-5682,https://v2.sherpa.ac.uk/id/publication/6452,None,None,None
https://orcid.org/0000-0001-5038-8355,2025-03-20,https://doi.org/10.2110/jsr.2024.110,no,1527-1404,https://v2.sherpa.ac.uk/id/publication/14296,None,"622:fee_no:Must link to the relevant article abstract at www.sepmonline.org Set statement to accompany deposit, Accepted for publication in [name of publication] as of [date]” Published source must be acknowledged with citation;8345:fee_no:Copyright must be acknowledged;",None
,2025-03-01,https://doi.org/10.1029/2024ef005518,yes,2328-4277,https://v2.sherpa.ac.uk/id/publication/25916,None,None,None
https://orcid.org/0000-0003-3409-5979,2025-03-24,https://doi.org/10.1177/08862605251327393,no,0886-2605,https://v2.sherpa.ac.uk/id/publication/9304,None,None,None
,2025-03-24,https://doi.org/10.1080/08961530.2025.2481620,no,0896-1530,https://v2.sherpa.ac.uk/id/publication/5639,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
https://orcid.org/0000-0001-5668-9706,2025-03-18,https://doi.org/10.1097/jsm.0000000000001315,yes,1050-642X,https://v2.sherpa.ac.uk/id/publication/8742,None,6750:fee_no:Set statement to accompany deposit;,None
https://orcid.org/0000-0003-4906-0090,2025-03-25,https://doi.org/10.3390/math13071059,yes,2227-7390,https://v2.sherpa.ac.uk/id/publication/24812,None,None,None
https://orcid.org/0000-0002-3859-3257,2025-03-26,https://doi.org/10.1080/1612197x.2025.2482761,no,1557-251X,https://v2.sherpa.ac.uk/id/publication/22254,None,None,None
https://orcid.org/0000-0002-3021-7062,2025-03-28,https://doi.org/10.1103/physrevmaterials.9.036201,no,2475-9953,https://v2.sherpa.ac.uk/id/publication/33503,None,None,None
https://orcid.org/0000-0002-7039-7467,2025-03-28,https://doi.org/10.1177/00961442251325201,yes,0096-1442,https://v2.sherpa.ac.uk/id/publication/9358,None,None,None
https://orcid.org/0000-0001-5678-7234,2025-04-09,https://doi.org/10.1016/j.jamda.2025.105565,yes,1525-8610,https://v2.sherpa.ac.uk/id/publication/14125,None,None,10952:fee_yes:Published source must be acknowledged with citation;10953:fee_yes:Published source must be acknowledged with citation;
https://orcid.org/0000-0001-7217-3443,2025-03-01,https://doi.org/10.1016/j.jad.2025.03.148,yes,0165-0327,https://v2.sherpa.ac.uk/id/publication/13768,None,None,10952:fee_yes:Published source must be acknowledged with citation;10953:fee_yes:Published source must be acknowledged with citation;
https://orcid.org/0000-0003-1297-1667,2025-03-30,https://doi.org/10.1016/j.jecp.2025.106243,yes,0022-0965,https://v2.sherpa.ac.uk/id/publication/11373,None,11157:fee_no:Must link to publisher version with DOI;11161:fee_no:Must link to published article with DOI Publisher source must be acknowledged with citation;,11159:fee_yes:Published source must be acknowledged with citation;11160:fee_yes:no conditions;
https://orcid.org/0000-0001-5678-7234,2025-04-09,https://doi.org/10.1016/j.jamda.2025.105572,yes,1525-8610,https://v2.sherpa.ac.uk/id/publication/14125,None,None,10952:fee_yes:Published source must be acknowledged with citation;10953:fee_yes:Published source must be acknowledged with citation;
https://orcid.org/0000-0003-0796-9204,2025-04-03,https://doi.org/10.1332/23986808y2025d000000079,no,2398-6808,https://v2.sherpa.ac.uk/id/publication/33026,None,8374:fee_no:Must link to publisher version Publisher copyright and source must be acknowledged with citation Must be clearly identified as the author's post-acceptance version and state that it is not to be cited;,None
,2025-04-04,https://doi.org/10.1093/bjd/ljaf127,no,0007-0963,https://v2.sherpa.ac.uk/id/publication/7617,None,None,None
,2025-04-04,https://doi.org/10.3390/nu17071265,yes,2072-6643,https://v2.sherpa.ac.uk/id/publication/17521,None,None,None
https://orcid.org/0000-0002-6990-787X,2025-04-02,https://doi.org/10.1038/s41598-025-89210-x,yes,2045-2322,https://v2.sherpa.ac.uk/id/publication/24229,None,None,None
https://orcid.org/0000-0001-6101-4439,2025-04-03,https://doi.org/10.1113/jp288674,no,0022-3751,https://v2.sherpa.ac.uk/id/publication/6978,11204:fee_no:Must acknowledge acceptance for publication May not be updated with Publisher's Version/PDF Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None,None
,2025-04-07,https://doi.org/10.1186/s12961-025-01318-8,yes,1478-4505,https://v2.sherpa.ac.uk/id/publication/21412,None,None,None
https://orcid.org/0000-0001-7057-5860,2025-04-08,https://doi.org/10.1177/09075682251316993,no,0907-5682,https://v2.sherpa.ac.uk/id/publication/6452,None,None,None
https://orcid.org/0000-0003-0836-0599,2025-04-08,https://doi.org/10.1002/jaba.70002,yes,0021-8855,https://v2.sherpa.ac.uk/id/publication/27339,11204:fee_no:Must acknowledge acceptance for publication May not be updated with Publisher's Version/PDF Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None,None
https://orcid.org/0000-0003-3409-5979,2025-04-07,https://doi.org/10.1080/10888691.2025.2486063,no,1088-8691,https://v2.sherpa.ac.uk/id/publication/1198,None,None,None
https://orcid.org/0000-0001-9583-4582,2025-04-09,https://doi.org/10.1075/ld.00195.kal,no,2210-4119,https://v2.sherpa.ac.uk/id/publication/10967,None,None,372:fee_yes:Published source must be acknowledged with citation;
,2025-04-08,https://doi.org/10.56367/oag-046-11711,no,2516-3817,None,None,None,None
https://orcid.org/0009-0003-4335-9347,2025-03-31,https://doi.org/10.1139/cjfas-2024-0218,no,0706-652X,https://v2.sherpa.ac.uk/id/publication/10129,8195:fee_no:no conditions;,3875:fee_no:Publisher copyright and source must be acknowledged Author's archived version must not be amended once its accepted for publication Must link to publisher version;,None
https://orcid.org/0000-0003-4812-5630,2025-03-10,https://doi.org/10.1139/cjp-2024-0240,no,0008-4204,https://v2.sherpa.ac.uk/id/publication/10132,8195:fee_no:no conditions;,3875:fee_no:Publisher copyright and source must be acknowledged Author's archived version must not be amended once its accepted for publication Must link to publisher version;,None
https://orcid.org/0000-0003-1285-0515,2025-04-01,https://doi.org/10.1177/20552076251332685,yes,2055-2076,https://v2.sherpa.ac.uk/id/publication/32162,None,None,None
https://orcid.org/0000-0002-9196-0757,2025-04-01,https://doi.org/10.1002/jcsm.13781,yes,2190-5991,https://v2.sherpa.ac.uk/id/publication/28275,8051:fee_no:Publisher source must be acknowledged with citation Must link to published article with DOI;,None,None
https://orcid.org/0000-0002-7274-4645,2025-04-16,https://doi.org/10.1123/jsm.2025-0068,no,0888-4773,https://v2.sherpa.ac.uk/id/publication/12254,None,3849:fee_no:Publisher copyright and source must be acknowledged Must link to publisher version with DOI Set statement to accompany deposit (see policy);,None
https://orcid.org/0000-0002-3666-0700,2025-04-16,https://doi.org/10.1111/jfb.70058,yes,0022-1112,https://v2.sherpa.ac.uk/id/publication/6902,11204:fee_no:Must acknowledge acceptance for publication May not be updated with Publisher's Version/PDF Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None,None
,2025-04-17,https://doi.org/10.1080/14927713.2025.2489348,no,1492-7713,https://v2.sherpa.ac.uk/id/publication/19183,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
,2025-04-17,https://doi.org/10.1016/j.dadr.2025.100335,yes,2772-7246,None,None,None,None
https://orcid.org/0000-0002-3231-3541,2025-04-16,https://doi.org/10.3390/microorganisms13040923,yes,2076-2607,https://v2.sherpa.ac.uk/id/publication/24814,None,None,None
https://orcid.org/0000-0002-4791-6433,2025-04-17,https://doi.org/10.1089/aut.2024.0179,no,2573-9581,https://v2.sherpa.ac.uk/id/publication/37018,None,387:fee_no:Must acknowledge published source and copyright Set statement to accompany (see policy) Must not be updated or replaced with article of record unless author pays for Open Access;,388:fee_yes:Published source must be acknowledged with citation;
https://orcid.org/0000-0002-9132-1269,2025-04-18,https://doi.org/10.1038/s41598-025-96895-7,yes,2045-2322,https://v2.sherpa.ac.uk/id/publication/24229,None,None,None
,2025-04-19,https://doi.org/10.1080/25742981.2025.2486622,no,2574-2981,https://v2.sherpa.ac.uk/id/publication/42019,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
https://orcid.org/0000-0002-6985-8529,2025-04-21,https://doi.org/10.1080/09658211.2025.2493337,no,0965-8211,https://v2.sherpa.ac.uk/id/publication/1219,None,None,None
https://orcid.org/0000-0001-8721-1131,2025-04-21,https://doi.org/10.1177/14749041251330408,no,1474-9041,https://v2.sherpa.ac.uk/id/publication/14731,None,None,None
https://orcid.org/0000-0003-3042-5862,2025-04-22,https://doi.org/10.1080/14623943.2025.2494308,no,1462-3943,https://v2.sherpa.ac.uk/id/publication/5999,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
https://orcid.org/0000-0002-4760-8342,2025-01-01,https://doi.org/10.1139/cjfas-2024-0288,no,0706-652X,https://v2.sherpa.ac.uk/id/publication/10129,8195:fee_no:no conditions;,3875:fee_no:Publisher copyright and source must be acknowledged Author's archived version must not be amended once its accepted for publication Must link to publisher version;,None
,2025-04-24,https://doi.org/10.1177/09075682251335739,yes,0907-5682,https://v2.sherpa.ac.uk/id/publication/6452,None,None,None
https://orcid.org/0000-0002-0664-0741,2025-04-24,https://doi.org/10.1080/07352166.2025.2487680,no,0735-2166,https://v2.sherpa.ac.uk/id/publication/15975,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
,2025-04-24,https://doi.org/10.1080/21640629.2025.2496864,no,2164-0629,https://v2.sherpa.ac.uk/id/publication/22360,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
https://orcid.org/0000-0003-4793-7899,2025-04-01,https://doi.org/10.1029/2024je008539,no,2169-9097,https://v2.sherpa.ac.uk/id/publication/11077,"1013:fee_no:Set statement to accompany deposit (see policy) Upon publication, published source must be acknowledged with citation Upon publication, must link to published article with DOI;",None,9708:fee_no:Published source must be acknowledged with citation Copyright must be acknowledged Must link to published article with DOI;
https://orcid.org/0000-0001-5668-9706,2025-04-22,https://doi.org/10.1097/jsm.0000000000001361,no,1050-642X,https://v2.sherpa.ac.uk/id/publication/8742,None,6750:fee_no:Set statement to accompany deposit;,None
https://orcid.org/0000-0002-4018-2908,2025-04-26,https://doi.org/10.20529/ijme.2025.029,no,0974-8466,None,None,None,None
https://orcid.org/0000-0002-6614-2007,2025-04-01,https://doi.org/10.1016/j.psychsport.2025.102855,yes,1878-5476,https://v2.sherpa.ac.uk/id/publication/16062,None,11179:fee_no:Must link to publisher version with DOI;11183:fee_no:Must link to publisher version with DOI;,11181:fee_yes:Published source must be acknowledged with citation;11182:fee_yes:Published source must be acknowledged with citation;
https://orcid.org/0000-0001-7928-3493,2025-04-27,https://doi.org/10.1111/cars.70008,no,1755-6171,https://v2.sherpa.ac.uk/id/publication/7627,11212:fee_no:May not be updated with Publisher's Version/PDF Must acknowledge acceptance for publication Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,11213:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None
https://orcid.org/0000-0002-9116-3686,2025-04-28,https://doi.org/10.1080/17425964.2025.2497189,no,1742-5964,https://v2.sherpa.ac.uk/id/publication/6135,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
https://orcid.org/0000-0002-8609-2166,2025-04-28,https://doi.org/10.1080/02687038.2025.2495617,no,0268-7038,https://v2.sherpa.ac.uk/id/publication/1197,None,None,None
https://orcid.org/0000-0001-6987-4855,2025-04-26,https://doi.org/10.1142/s0129054125500054,no,0129-0541,https://v2.sherpa.ac.uk/id/publication/9685,3964:fee_no:Set statement to accompany pre-print and authors post-print - see policy Must link to publisher version with DOI Published source must be acknowledged with citation;,3965:fee_no:Set statement to accompany pre-print and authors post-print - see policy Must link to publisher version with DOI Published source must be acknowledged with citation;8346:fee_no:Published source must be acknowledged with citation Must link to published article;8510:fee_no:Upon publication Published source must be acknowledged with citation Must link to published article;,None
,2025-04-26,https://doi.org/10.3390/philosophies10030050,yes,2409-9287,https://v2.sherpa.ac.uk/id/publication/32827,None,None,None
https://orcid.org/0000-0002-3913-9961,2025-04-30,https://doi.org/10.1186/s12877-025-05949-y,yes,1471-2318,https://v2.sherpa.ac.uk/id/publication/2429,None,None,None
https://orcid.org/0000-0001-8498-1712,2025-04-29,https://doi.org/10.1002/jad.12509,yes,0140-1971,https://v2.sherpa.ac.uk/id/publication/13752,11219:fee_no:May not be updated with Publisher's Version/PDF Must acknowledge acceptance for publication Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,11220:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);11221:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None
https://orcid.org/0000-0002-2911-1295,2025-04-01,https://doi.org/10.3138/jmvfh-2024-0075,no,2368-7924,https://v2.sherpa.ac.uk/id/publication/41883,None,354:fee_no:Must link to published article with DOI;8618:fee_no:Publisher copyright and source must be acknowledged;,None
https://orcid.org/0000-0003-0442-6394,2025-05-01,https://doi.org/10.1139/cjps-2024-0160,no,0008-4220,https://v2.sherpa.ac.uk/id/publication/4106,8195:fee_no:no conditions;,3875:fee_no:Publisher copyright and source must be acknowledged Author's archived version must not be amended once its accepted for publication Must link to publisher version;,None
https://orcid.org/0000-0002-6214-9260,2025-05-01,https://doi.org/10.1021/acs.inorgchem.5c00294,yes,0020-1669,https://v2.sherpa.ac.uk/id/publication/7780,None,None,710:fee_yes:no conditions;
https://orcid.org/0000-0002-3581-6312,2025-05-02,https://doi.org/10.1079/hai.2025.0015,yes,2957-9538,https://v2.sherpa.ac.uk/id/publication/42804,None,None,None
,2025-05-04,https://doi.org/10.1080/01916122.2025.2500055,no,0191-6122,https://v2.sherpa.ac.uk/id/publication/5919,None,None,None
https://orcid.org/0000-0001-7289-2675,2025-05-05,https://doi.org/10.1111/eea.13580,no,0013-8703,https://v2.sherpa.ac.uk/id/publication/6861,11204:fee_no:Must acknowledge acceptance for publication May not be updated with Publisher's Version/PDF Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None,None
https://orcid.org/0000-0001-8048-7370,2025-05-08,https://doi.org/10.1016/j.talanta.2025.128266,no,0039-9140,https://v2.sherpa.ac.uk/id/publication/17159,None,11157:fee_no:Must link to publisher version with DOI;11161:fee_no:Must link to published article with DOI Publisher source must be acknowledged with citation;,11159:fee_yes:Published source must be acknowledged with citation;11160:fee_yes:no conditions;
https://orcid.org/0000-0002-3913-9961,2025-05-09,https://doi.org/10.3389/fvets.2025.1592569,yes,2297-1769,https://v2.sherpa.ac.uk/id/publication/31004,None,None,None
,2025-05-12,https://doi.org/10.3390/mca30030054,yes,1300-686X,https://v2.sherpa.ac.uk/id/publication/32828,None,None,None
,2025-05-12,https://doi.org/10.3390/v17050696,yes,1999-4915,https://v2.sherpa.ac.uk/id/publication/17528,None,None,None
https://orcid.org/0000-0001-5038-8355,2025-05-13,https://doi.org/10.1130/ges02844.1,yes,1553-040X,https://v2.sherpa.ac.uk/id/publication/12740,None,None,None
https://orcid.org/0000-0003-0789-2729,2025-05-13,https://doi.org/10.1111/bjso.12900,yes,0144-6665,https://v2.sherpa.ac.uk/id/publication/18409,11204:fee_no:Must acknowledge acceptance for publication May not be updated with Publisher's Version/PDF Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None,None
,2025-05-15,https://doi.org/10.1080/14927713.2025.2503188,no,1492-7713,https://v2.sherpa.ac.uk/id/publication/19183,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
