,ORCID,DOI,issn,LICENSE_URL
258,0000-0003-1476-2965,10.1108/joepp-11-2023-0528,2051-6614,https://www.emerald.com/insight/site-policies
259,0000-0003-1476-2965,10.1108/IJOA-10-2023-4056,1934-8835,https://www.emerald.com/insight/site-policies
260,0000-0003-1476-2965,10.1080/00208825.2023.2277968,0020-8825,No URL retrieved
261,0000-0003-1476-2965,10.1108/IJOA-10-2022-3442,1934-8835,https://www.emerald.com/insight/site-policies
262,0000-0003-1476-2965,10.1016/j.emj.2024.03.010,0263-2373,https://www.elsevier.com/tdm/userlicense/1.0/
263,0000-0003-1476-2965,10.1108/joepp-04-2023-0150,2051-6614,https://www.emerald.com/insight/site-policies
264,0000-0003-1476-2965,10.1002/cjas.1737,0825-0383,http://creativecommons.org/licenses/by-nc-nd/4.0/
265,0000-0003-1476-2965,10.1111/emre.12560,1740-4754,http://creativecommons.org/licenses/by/4.0/
266,0000-0003-1476-2965,10.1017/JMO.2020.7,1833-3672,https://www.cambridge.org/core/terms
267,0000-0003-1476-2965,10.1007/s10551-023-05610-x,0167-4544,https://www.springernature.com/gp/researchers/text-and-data-mining
268,0000-0003-1476-2965,10.1111/1744-7941.12317,1038-4111,http://onlinelibrary.wiley.com/termsAndConditions#vor
269,0000-0003-1476-2965,10.1017/jmo.2019.51,1833-3672,https://www.cambridge.org/core/terms
270,0000-0003-1476-2965,10.1007/s11365-022-00824-3,1554-7191,https://www.springernature.com/gp/researchers/text-and-data-mining
271,0000-0003-1476-2965,10.1080/00472778.2023.2235755,0047-2778,http://creativecommons.org/licenses/by/4.0/
272,0000-0003-1476-2965,10.1108/joepp-07-2022-0215,2051-6614,https://www.emerald.com/insight/site-policies
273,0000-0003-1476-2965,10.1108/pr-11-2022-0764,0048-3486,https://www.emerald.com/insight/site-policies
274,0000-0003-1476-2965,10.1108/ijebr-12-2021-1056,1355-2554,https://www.emerald.com/insight/site-policies
275,0000-0003-1476-2965,10.1108/pr-02-2022-0090,0048-3486,https://www.emerald.com/insight/site-policies
276,0000-0003-1476-2965,10.1080/23322373.2023.2232131,2332-2373,No URL retrieved
277,0000-0003-1476-2965,10.1111/1467-8551.12573,1045-3172,http://onlinelibrary.wiley.com/termsAndConditions#vor
278,0000-0003-1476-2965,10.1109/tem.2021.3065955,0018-9391,https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html
279,0000-0003-1476-2965,10.1017/jmo.2021.26,1833-3672,https://www.cambridge.org/core/terms
280,0000-0003-1476-2965,10.1111/emre.12611,1740-4754,http://creativecommons.org/licenses/by-nc-nd/4.0/
281,0000-0003-1476-2965,10.1080/00224545.2021.1973945,0022-4545,No URL retrieved
282,0000-0003-1476-2965,10.1002/cjas.1705,0825-0383,http://onlinelibrary.wiley.com/termsAndConditions#vor
283,0000-0003-1476-2965,10.1108/md-11-2022-1522,0025-1747,https://www.emerald.com/insight/site-policies
284,0000-0003-1476-2965,10.1108/mrr-08-2022-0602,2040-8269,https://www.emerald.com/insight/site-policies
285,0000-0003-1476-2965,10.1017/jmo.2021.3,1833-3672,http://creativecommons.org/licenses/by/4.0/
286,0000-0003-1476-2965,10.1108/joepp-11-2022-0315,2051-6614,https://www.emerald.com/insight/site-policies
287,0000-0003-1476-2965,10.1016/j.emj.2022.02.005,0263-2373,https://www.elsevier.com/tdm/userlicense/1.0/
288,0000-0003-1476-2965,10.1080/10400419.2023.2205702,1040-0419,No URL retrieved
289,0000-0003-1476-2965,10.1177/03063070231191878,0306-3070,https://creativecommons.org/licenses/by/4.0/
290,0000-0003-1476-2965,10.1016/j.emj.2023.02.004,0263-2373,https://www.elsevier.com/tdm/userlicense/1.0/
291,0000-0003-1476-2965,10.1007/s10869-021-09750-7,0889-3268,https://www.springer.com/tdm
292,0000-0003-1476-2965,10.1177/03128962211037772,0312-8962,https://creativecommons.org/licenses/by/4.0/
293,0000-0003-1476-2965,10.1108/pr-04-2021-0294,0048-3486,https://www.emerald.com/insight/site-policies
294,0000-0003-1476-2965,10.1108/ijebr-06-2021-0465,1355-2554,https://www.emerald.com/insight/site-policies
295,0000-0003-1476-2965,10.1111/beer.12436,2694-6416,http://onlinelibrary.wiley.com/termsAndConditions#vor
296,0000-0003-1476-2965,10.1108/pr-04-2022-0281,0048-3486,https://www.emerald.com/insight/site-policies
297,0000-0003-1476-2965,10.1177/00218863211059185,0021-8863,https://creativecommons.org/licenses/by/4.0/
298,0000-0003-1476-2965,10.1108/ijebr-02-2021-0154,1355-2554,https://www.emerald.com/insight/site-policies
299,0000-0003-1476-2965,10.1109/tem.2020.2997965,0018-9391,https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html
300,0000-0003-1476-2965,10.1108/ijoa-04-2022-3227,1934-8835,https://www.emerald.com/insight/site-policies
301,0000-0003-1476-2965,10.1108/pr-06-2021-0430,0048-3486,https://www.emerald.com/insight/site-policies
302,0000-0003-1476-2965,10.1108/ijoa-07-2022-3350,1934-8835,https://www.emerald.com/insight/site-policies
303,0000-0003-1476-2965,10.1111/1744-7941.12291,1038-4111,http://onlinelibrary.wiley.com/termsAndConditions#vor
304,0000-0003-1476-2965,10.1080/00208825.2022.2115369,0020-8825,No URL retrieved
305,0000-0003-1476-2965,10.1016/j.emj.2021.02.002,0263-2373,https://www.elsevier.com/tdm/userlicense/1.0/
306,0000-0003-1476-2965,10.1108/pr-09-2020-0699,0048-3486,https://www.emerald.com/insight/site-policies
307,0000-0003-1476-2965,10.1108/joepp-11-2021-0313,2051-6614,https://www.emerald.com/insight/site-policies
308,0000-0003-1476-2965,10.1017/jmo.2022.51,1833-3672,https://creativecommons.org/licenses/by/4.0/
309,0000-0003-1476-2965,10.1111/emre.12502,1740-4754,http://onlinelibrary.wiley.com/termsAndConditions#vor
310,0000-0003-1476-2965,10.1017/jmo.2019.31,1833-3672,https://www.cambridge.org/core/terms
311,0000-0003-1476-2965,10.1016/j.erap.2021.100702,1162-9088,https://www.elsevier.com/tdm/userlicense/1.0/
312,0000-0003-1476-2965,10.1515/erj-2021-0047,2157-5665,No URL retrieved
313,0000-0003-1476-2965,10.1108/ijcma-05-2021-0072,1044-4068,https://www.emerald.com/insight/site-policies
314,0000-0003-1476-2965,10.1108/joepp-06-2022-0163,2051-6614,https://www.emerald.com/insight/site-policies
315,0000-0003-1476-2965,10.1007/s10551-021-04735-1,0167-4544,https://www.springernature.com/gp/researchers/text-and-data-mining
316,0000-0003-1476-2965,10.1007/s11187-021-00549-7,0921-898X,https://www.springer.com/tdm
317,0000-0003-1476-2965,10.1177/02662426211011405,0266-2426,https://creativecommons.org/licenses/by/4.0/
318,0000-0003-1476-2965,10.1108/md-04-2021-0484,0025-1747,https://www.emerald.com/insight/site-policies
319,0000-0003-1476-2965,10.1108/pr-08-2021-0573,0048-3486,https://www.emerald.com/insight/site-policies
320,0000-0003-1476-2965,10.1108/md-03-2022-0307,0025-1747,https://www.emerald.com/insight/site-policies
321,0000-0003-1476-2965,10.1177/03128962211009581,0312-8962,https://creativecommons.org/licenses/by/4.0/
322,0000-0003-1476-2965,10.1017/jmo.2021.34,1833-3672,https://www.cambridge.org/core/terms
323,0000-0003-1476-2965,10.1108/pr-05-2020-0326,0048-3486,https://www.emerald.com/insight/site-policies
324,0000-0003-1476-2965,10.1017/jmo.2020.48,1833-3672,https://www.cambridge.org/core/terms
325,0000-0003-1476-2965,10.1111/1744-7941.12241,1038-4111,http://onlinelibrary.wiley.com/termsAndConditions#vor
326,0000-0003-1476-2965,10.1080/1359432x.2021.1928076,1359-432X,No URL retrieved
327,0000-0003-1476-2965,10.1007/s10551-020-04512-6,0167-4544,https://creativecommons.org/licenses/by/4.0
328,0000-0003-1476-2965,10.1177/0266242621996614,0266-2426,https://creativecommons.org/licenses/by/4.0/
329,0000-0003-1476-2965,10.1108/pr-08-2020-0603,0048-3486,https://www.emerald.com/insight/site-policies
330,0000-0003-1476-2965,10.1177/0021886320917520,0021-8863,https://journals.sagepub.com/page/policies/text-and-data-mining-license
331,0000-0003-1476-2965,10.1080/00224545.2020.1851639,0022-4545,No URL retrieved
332,0000-0003-1476-2965,10.1007/s10551-019-04368-5,0167-4544,https://www.springer.com/tdm
333,0000-0003-1476-2965,10.1108/joepp-05-2021-0121,2051-6614,https://www.emerald.com/insight/site-policies
334,0000-0003-1476-2965,10.1007/s11187-019-00287-x,0921-898X,https://www.springer.com/tdm
335,0000-0003-1476-2965,10.1111/caim.12467,0963-1690,http://onlinelibrary.wiley.com/termsAndConditions#vor
336,0000-0003-1476-2965,10.1002/cjas.1641,0825-0383,http://onlinelibrary.wiley.com/termsAndConditions#vor
337,0000-0003-1476-2965,10.1108/pr-06-2020-0469,0048-3486,https://www.emerald.com/insight/site-policies
338,0000-0003-1476-2965,10.1108/md-07-2020-0900,0025-1747,https://www.emerald.com/insight/site-policies
339,0000-0003-1476-2965,10.1108/jkm-03-2021-0231,1367-3270,https://www.emerald.com/insight/site-policies
340,0000-0003-1476-2965,10.1108/pr-04-2019-0172,0048-3486,https://www.emerald.com/insight/site-policies
341,0000-0003-1476-2965,10.1017/jmo.2021.65,1833-3672,https://www.cambridge.org/core/terms
342,0000-0003-1476-2965,10.1080/00224545.2020.1778617,0022-4545,No URL retrieved
343,0000-0003-1476-2965,10.1177/0021886320979649,0021-8863,https://creativecommons.org/licenses/by/4.0/
344,0000-0003-1476-2965,10.1002/cjas.1591,0825-0383,http://onlinelibrary.wiley.com/termsAndConditions#vor
345,0000-0003-1476-2965,10.1017/jmo.2018.28,1833-3672,https://www.cambridge.org/core/terms
346,0000-0003-1476-2965,10.1177/0021886320910558,0021-8863,https://journals.sagepub.com/page/policies/text-and-data-mining-license
347,0000-0003-1476-2965,10.1080/00223980.2019.1705235,0022-3980,No URL retrieved
348,0000-0003-1476-2965,10.1108/pr-07-2019-0388,0048-3486,https://www.emerald.com/insight/site-policies
349,0000-0003-1476-2965,10.1108/PR-11-2018-0441,0048-3486,https://www.emerald.com/insight/site-policies
350,0000-0003-1476-2965,10.1108/pr-05-2020-0365,0048-3486,https://www.emerald.com/insight/site-policies
351,0000-0003-1476-2965,20.500.14171/112193,No ISSN found,No URL retrieved
352,0000-0003-1476-2965,10.1017/jmo.2020.18,1833-3672,https://www.cambridge.org/core/terms
353,0000-0003-1476-2965,10.1108/IJEBR-03-2019-0185,1355-2554,https://www.emerald.com/insight/site-policies
354,0000-0003-1476-2965,10.1108/pr-01-2020-0007,0048-3486,https://www.emerald.com/insight/site-policies
355,0000-0003-1476-2965,10.1002/cjas.1560,0825-0383,http://onlinelibrary.wiley.com/termsAndConditions#vor
356,0000-0003-1476-2965,10.1108/pr-11-2019-0600,0048-3486,https://www.emerald.com/insight/site-policies
357,0000-0003-1476-2965,10.1108/JKM-06-2019-0274,1367-3270,https://www.emerald.com/insight/site-policies
358,0000-0003-1476-2965,10.1108/md-05-2019-0581,0025-1747,https://www.emerald.com/insight/site-policies
359,0000-0003-1476-2965,10.1108/IJOA-07-2019-1837,1934-8835,https://www.emerald.com/insight/site-policies
360,0000-0003-1476-2965,10.1108/pr-12-2018-0484,0048-3486,https://www.emerald.com/insight/site-policies
361,0000-0003-1476-2965,10.17605/osf.io/dfne5,No ISSN found,No URL retrieved
362,0000-0003-1476-2965,10.1007/s10551-018-4076-y,0167-4544,http://www.springer.com/tdm
363,0000-0003-1476-2965,10.1017/jmo.2019.76,1833-3672,https://www.cambridge.org/core/terms
364,0000-0003-1476-2965,10.1016/j.jbusres.2020.01.064,0148-2963,https://www.elsevier.com/tdm/userlicense/1.0/
365,0000-0003-1476-2965,10.1177/1548051819857741,1548-0518,https://journals.sagepub.com/page/policies/text-and-data-mining-license
366,0000-0003-1476-2965,10.1108/md-09-2019-1211,0025-1747,https://www.emerald.com/insight/site-policies
367,0000-0003-1476-2965,10.1108/pr-08-2019-0461,0048-3486,https://www.emerald.com/insight/site-policies
368,0000-0003-1476-2965,10.1017/jmo.2020.7,1833-3672,https://www.cambridge.org/core/terms
369,0000-0003-1476-2965,10.1002/ijop.12606,0020-7594,http://onlinelibrary.wiley.com/termsAndConditions#vor
370,0000-0003-1476-2965,10.1108/ijoa-03-2020-2094,1934-8835,https://www.emerald.com/insight/site-policies
371,0000-0003-1476-2965,10.1177/0312896218775153,0312-8962,https://journals.sagepub.com/page/policies/text-and-data-mining-license
372,0000-0003-1476-2965,10.1108/pr-01-2019-0030,0048-3486,https://www.emerald.com/insight/site-policies
373,0000-0003-1476-2965,10.1108/ijebr-12-2017-0503,1355-2554,https://www.emerald.com/insight/site-policies
374,0000-0003-1476-2965,10.1007/s10551-017-3541-3,0167-4544,http://www.springer.com/tdm
375,0000-0003-1476-2965,10.1177/0021886319853803,0021-8863,https://journals.sagepub.com/page/policies/text-and-data-mining-license
376,0000-0003-1476-2965,10.1017/jmo.2019.56,1833-3672,https://www.cambridge.org/core/terms
377,0000-0003-1476-2965,10.1108/IJEBR-07-2018-0465,1355-2554,https://www.emerald.com/insight/site-policies
378,0000-0003-1476-2965,10.1080/00223980.2018.1508401,0022-3980,No URL retrieved
379,0000-0003-1476-2965,10.1111/caim.12278,0963-1690,http://onlinelibrary.wiley.com/termsAndConditions#vor
380,0000-0003-1476-2965,10.1111/caim.12328,0963-1690,http://onlinelibrary.wiley.com/termsAndConditions#vor
381,0000-0003-1476-2965,10.1111/1744-7941.12178,1038-4111,http://onlinelibrary.wiley.com/termsAndConditions#vor
382,0000-0003-1476-2965,10.1080/00223980.2019.1567453,0022-3980,No URL retrieved
383,0000-0003-1476-2965,10.1108/pr-07-2018-0241,0048-3486,https://www.emerald.com/insight/site-policies
384,0000-0003-1476-2965,10.1108/pr-02-2018-0052,0048-3486,https://www.emerald.com/insight/site-policies
385,0000-0003-1476-2965,10.1108/pr-02-2017-0039,0048-3486,https://www.emerald.com/insight/site-policies
386,0000-0003-1476-2965,10.1016/j.jbusres.2018.04.002,0148-2963,https://www.elsevier.com/tdm/userlicense/1.0/
387,0000-0003-1476-2965,10.1108/MRJIAM-07-2017-0768,1536-5433,https://www.emerald.com/insight/site-policies
388,0000-0003-1476-2965,10.1108/MD-03-2017-0187,0025-1747,https://www.emerald.com/insight/site-policies
389,0000-0003-1476-2965,10.1007/s10551-015-3004-7,0167-4544,http://www.springer.com/tdm
390,0000-0003-1476-2965,10.4135/9781473984080,No ISSN found,No URL retrieved
391,0000-0003-1476-2965,10.1016/j.jbusres.2017.09.006,0148-2963,https://www.elsevier.com/tdm/userlicense/1.0/
392,0000-0003-1476-2965,10.4337/9781786432919.00007,No ISSN found,No URL retrieved
393,0000-0003-1476-2965,10.1108/PR-06-2017-0192,0048-3486,https://www.emerald.com/insight/site-policies
394,0000-0003-1476-2965,10.1017/jmo.2017.7,1833-3672,https://www.cambridge.org/core/terms
395,0000-0003-1476-2965,10.1016/j.emj.2016.06.008,0263-2373,https://www.elsevier.com/tdm/userlicense/1.0/
396,0000-0003-1476-2965,10.1016/j.jbusres.2017.04.013,0148-2963,https://www.elsevier.com/tdm/userlicense/1.0/
397,0000-0003-1476-2965,10.1108/PR-08-2015-0221,0048-3486,https://www.emerald.com/insight/site-policies
398,0000-0003-1476-2965,10.1002/hrm.21761,0090-4848,http://doi.wiley.com/10.1002/tdm_license_1.1
399,0000-0003-1476-2965,10.1177/1548051816664680,1548-0518,https://journals.sagepub.com/page/policies/text-and-data-mining-license
400,0000-0003-1476-2965,10.1007/s10869-016-9455-8,0889-3268,http://www.springer.com/tdm
401,0000-0003-1476-2965,10.1016/j.ibusrev.2015.12.001,0969-5931,https://www.elsevier.com/tdm/userlicense/1.0/
402,0000-0003-1476-2965,10.1016/j.lindif.2016.08.043,1041-6080,https://www.elsevier.com/tdm/userlicense/1.0/
403,0000-0003-1476-2965,10.1002/hrdq.21258,1044-8004,http://onlinelibrary.wiley.com/termsAndConditions#vor
404,0000-0003-1476-2965,10.1111/etap.12121,1042-2587,https://journals.sagepub.com/page/policies/text-and-data-mining-license
405,0000-0003-1476-2965,10.1007/s11365-014-0328-1,1554-7191,http://www.springer.com/tdm
406,0000-0003-1476-2965,10.1002/sej.1189,1932-4391,http://onlinelibrary.wiley.com/termsAndConditions#vor
407,0000-0003-1476-2965,10.1177/0266242614540316,0266-2426,https://journals.sagepub.com/page/policies/text-and-data-mining-license
408,0000-0003-1476-2965,10.1108/JOEPP-09-2015-0033,2051-6614,https://www.emerald.com/insight/site-policies
409,0000-0003-1476-2965,10.1016/j.jfbs.2015.04.003,1877-8585,https://www.elsevier.com/tdm/userlicense/1.0/
410,0000-0003-1476-2965,10.1111/radm.12090,0033-6807,http://onlinelibrary.wiley.com/termsAndConditions#vor
411,0000-0003-1476-2965,10.1177/0266242613502801,0266-2426,https://journals.sagepub.com/page/policies/text-and-data-mining-license
412,0000-0003-1476-2965,10.1007/s11187-013-9471-2,0921-898X,http://www.springer.com/tdm
413,0000-0003-1476-2965,10.1016/j.ibusrev.2014.03.001,0969-5931,https://www.elsevier.com/tdm/userlicense/1.0/
414,0000-0003-1476-2965,10.1509/jim.13.0131,1069-031X,https://journals.sagepub.com/page/policies/text-and-data-mining-license
415,0000-0003-1476-2965,10.1007/s11187-013-9515-7,0921-898X,http://www.springer.com/tdm
416,0000-0003-1476-2965,10.1111/apps.12006,0269-994X,http://doi.wiley.com/10.1002/tdm_license_1.1
417,0000-0003-1476-2965,10.1002/hrdq.21185,1044-8004,http://onlinelibrary.wiley.com/termsAndConditions#vor
418,0000-0003-1476-2965,10.1007/s10551-013-1902-0,0167-4544,http://www.springer.com/tdm
419,0000-0003-1476-2965,10.1111/joms.12012,0022-2380,http://onlinelibrary.wiley.com/termsAndConditions#vor
420,0000-0003-1476-2965,10.1111/j.1540-5885.2012.00986.x,0737-6782,http://onlinelibrary.wiley.com/termsAndConditions#vor
421,0000-0003-1476-2965,10.1111/j.1540-6520.2011.00470.x,1042-2587,https://journals.sagepub.com/page/policies/text-and-data-mining-license
422,0000-0003-1476-2965,10.1177/0018726713481634,0018-7267,https://journals.sagepub.com/page/policies/text-and-data-mining-license
423,0000-0003-1476-2965,10.1111/etap.12021,1042-2587,https://journals.sagepub.com/page/policies/text-and-data-mining-license
424,0000-0003-1476-2965,10.1016/j.technovation.2012.12.002,0166-4972,https://www.elsevier.com/tdm/userlicense/1.0/
425,0000-0003-1476-2965,10.1177/0266242611432360,0266-2426,https://journals.sagepub.com/page/policies/text-and-data-mining-license
426,0000-0003-1476-2965,10.1016/j.ibusrev.2011.02.001,0969-5931,https://www.elsevier.com/tdm/userlicense/1.0/
427,0000-0003-1476-2965,10.1111/j.1467-9310.2011.00666.x,0033-6807,http://onlinelibrary.wiley.com/termsAndConditions#vor
428,0000-0003-1476-2965,10.1016/j.jbusvent.2011.09.003,0883-9026,https://www.elsevier.com/tdm/userlicense/1.0/
429,0000-0003-1476-2965,10.4337/9781781009116.00013,No ISSN found,No URL retrieved
430,0000-0003-1476-2965,10.1111/j.1540-5885.2011.00830.x,0737-6782,http://onlinelibrary.wiley.com/termsAndConditions#vor
431,0000-0003-1476-2965,10.1016/j.ibusrev.2010.08.005,0969-5931,https://www.elsevier.com/tdm/userlicense/1.0/
432,0000-0003-1476-2965,10.1111/j.1467-6486.2010.00999.x,0022-2380,http://onlinelibrary.wiley.com/termsAndConditions#vor
433,0000-0003-1476-2965,10.1080/08985626.2011.580164,0898-5626,No URL retrieved
434,0000-0003-1476-2965,10.1177/0266242610372460,0266-2426,https://journals.sagepub.com/page/policies/text-and-data-mining-license
435,0000-0003-1476-2965,10.1109/TEM.2010.2048911,0018-9391,https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html
436,0000-0003-1476-2965,10.1016/j.ibusrev.2009.09.002,0969-5931,https://www.elsevier.com/tdm/userlicense/1.0/
437,0000-0003-1476-2965,10.1016/j.jbusvent.2009.01.004,0883-9026,https://www.elsevier.com/tdm/userlicense/1.0/
438,0000-0003-1476-2965,10.1080/08276331.2009.10593446,0827-6331,No URL retrieved
439,0000-0003-1476-2965,10.1016/j.jbusvent.2008.04.008,0883-9026,https://www.elsevier.com/tdm/userlicense/1.0/
440,0000-0003-1476-2965,10.1177/1350508409337580,1350-5084,https://journals.sagepub.com/page/policies/text-and-data-mining-license
441,0000-0003-1476-2965,10.1111/j.1540-627X.2009.00276.x,0047-2778,http://doi.wiley.com/10.1002/tdm_license_1.1
442,0000-0003-1476-2965,10.1177/0266242609334971,0266-2426,https://journals.sagepub.com/page/policies/text-and-data-mining-license
443,0000-0003-1476-2965,10.1016/j.jbusres.2008.10.021,0148-2963,https://www.elsevier.com/tdm/userlicense/1.0/
444,0000-0003-1476-2965,10.1007/s11747-008-0122-0,0092-0703,http://www.springer.com/tdm
445,0000-0003-1476-2965,10.2139/ssrn.1310888,1556-5068,No URL retrieved
446,0000-0003-1476-2965,10.1080/08276331.2008.10593426,0827-6331,No URL retrieved
447,0000-0003-1476-2965,10.1057/palgrave.jibs.8400382,0047-2506,http://www.springer.com/tdm
448,0000-0003-1476-2965,10.1111/j.1467-6486.2007.00764.x,0022-2380,http://onlinelibrary.wiley.com/termsAndConditions#vor
449,0000-0003-1476-2965,10.1057/palgrave.jibs.8400343,0047-2506,http://www.springer.com/tdm
450,0000-0003-1476-2965,10.1057/PALGRAVE.JIBS.8400382,0047-2506,http://www.springer.com/tdm
451,0000-0003-1476-2965,10.1111/j.1467-6486.2007.00747.x,0022-2380,http://onlinelibrary.wiley.com/termsAndConditions#vor
452,0000-0003-1476-2965,10.1007/s11187-008-9132-z,0921-898X,No URL retrieved
453,0000-0003-1476-2965,10.1111/j.1540-6520.2008.00247.x,1042-2587,https://journals.sagepub.com/page/policies/text-and-data-mining-license
454,0000-0003-1476-2965,10.1177/097135570701600202,0971-3557,https://journals.sagepub.com/page/policies/text-and-data-mining-license
455,0000-0003-1476-2965,10.4337/9781847206985.00020,No ISSN found,No URL retrieved
456,0000-0003-1476-2965,10.1111/j.1540-627X.2007.00223.x,0047-2778,http://doi.wiley.com/10.1002/tdm_license_1.1
457,0000-0003-1476-2965,10.4337/9781847208781.00015,No ISSN found,No URL retrieved
458,0000-0003-1476-2965,10.4337/9781847204172.00019,No ISSN found,No URL retrieved
459,0000-0003-1476-2965,10.5465/AMP.2006.21903483,1558-9080,No URL retrieved
460,0000-0003-1476-2965,10.1016/j.jbusvent.2005.04.007,0883-9026,https://www.elsevier.com/tdm/userlicense/1.0/
461,0000-0003-1476-2965,10.1177/0266242606065507,0266-2426,https://journals.sagepub.com/page/policies/text-and-data-mining-license
462,0000-0003-1476-2965,10.1111/j.1540-6520.2006.00118.x,1042-2587,https://journals.sagepub.com/page/policies/text-and-data-mining-license
463,0000-0003-1476-2965,10.1007/s11187-005-1988-6,0921-898X,http://www.springer.com/tdm
464,0000-0003-1476-2965,10.1016/j.jbusvent.2004.03.001,0883-9026,https://www.elsevier.com/tdm/userlicense/1.0/
465,0000-0003-1476-2965,10.1080/13691060500258943,1369-1066,No URL retrieved
466,0000-0003-1476-2965,10.1007/s11187-005-5333-x,0921-898X,http://www.springer.com/tdm
467,0000-0003-1476-2965,10.1111/j.1540-6520.2005.00096.x,1042-2587,https://journals.sagepub.com/page/policies/text-and-data-mining-license
468,0000-0003-1476-2965,10.1080/1369106042000277688,1369-1066,No URL retrieved
469,0000-0003-1476-2965,10.1080/08985620410001677835,0898-5626,No URL retrieved
470,0000-0003-1476-2965,10.1080/13691060116688,1369-1066,No URL retrieved
471,0000-0003-1476-2965,10.1080/136910601300050339,1464-5343,No URL retrieved
472,0000-0003-1476-2965,10.1080/13691060110045661,1369-1066,No URL retrieved
473,0000-0003-1476-2965,10.1080/146324400363527,1463-2446,No URL retrieved
474,0000-0001-7289-2675,10.1016/j.ijbiomac.2025.141450,0141-8130,https://www.elsevier.com/tdm/userlicense/1.0/
475,0000-0001-7289-2675,10.1139/cjb-2024-0080,1916-2790,https://creativecommons.org/licenses/by/4.0/deed.en_GB
476,0000-0002-6603-310X,10.1177/07439156241286499,0743-9156,https://journals.sagepub.com/page/policies/text-and-data-mining-license
477,0000-0002-6603-310X,10.1111/jpim.12795,0737-6782,http://creativecommons.org/licenses/by-nc-nd/4.0/
478,0000-0002-6603-310X,10.1177/02734753241266170,0273-4753,https://creativecommons.org/licenses/by-nc/4.0/
479,0000-0002-6603-310X,10.1109/TEM.2025.3534088,0018-9391,https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html
480,0000-0002-6603-310X,10.1016/j.msj.2025.100005,2950-3086,https://www.elsevier.com/tdm/userlicense/1.0/
481,0000-0002-6603-310X,10.1177/1094670519878881,1094-6705,https://journals.sagepub.com/page/policies/text-and-data-mining-license
482,0000-0002-6000-9029,10.1177/00380261251335443,0038-0261,https://journals.sagepub.com/page/policies/text-and-data-mining-license
483,0000-0002-6783-1875,10.1002/jad.12431,0140-1971,http://creativecommons.org/licenses/by/4.0/
484,0000-0003-2868-1584,10.1016/j.nanoen.2025.110745,2211-2855,https://www.elsevier.com/tdm/userlicense/1.0/
485,0000-0003-2868-1584,10.1039/D4SE01671H,2398-4902,http://creativecommons.org/licenses/by-nc/3.0/
486,0000-0002-7095-5772,10.1002/sce.21901,0036-8326,http://creativecommons.org/licenses/by-nc-nd/4.0/
487,0000-0002-4614-6027,10.1080/02614367.2025.2522419,0261-4367,No URL retrieved
488,0000-0002-4614-6027,10.1386/drtp_00157_1,2057-0384,No URL retrieved
489,0000-0002-3174-8121,10.1139/cjes-2024-0130,0008-4077,http://www.nrcresearchpress.com/page/about/CorporateTextAndDataMining
490,0000-0002-2859-3448,10.5250/symploke.22.1-2.0149,1069-0697,No URL retrieved
491,0000-0001-6203-5338,10.1016/j.gee.2023.04.001,2468-0257,https://www.elsevier.com/tdm/userlicense/1.0/
492,0000-0001-6203-5338,10.1021/acsami.3c17346,1944-8244,https://doi.org/10.15223/policy-029
493,0000-0001-6203-5338,10.1021/acs.jpcc.2c07642,1932-7447,https://doi.org/10.15223/policy-029
494,0000-0001-6203-5338,10.1063/5.0130727,0003-6951,No URL retrieved
495,0000-0001-6203-5338,10.1007/s12274-022-4906-1,1998-0124,https://www.springernature.com/gp/researchers/text-and-data-mining
496,0000-0001-6203-5338,10.1021/acs.chemmater.3c02142,0897-4756,https://doi.org/10.15223/policy-029
497,0000-0001-6203-5338,10.1364/OE.481432,1094-4087,https://doi.org/10.1364/OA_License_v2#VOR-OA
498,0000-0001-6203-5338,10.1021/acsnano.3c03989,1936-0851,https://doi.org/10.15223/policy-029
499,0000-0001-6203-5338,10.1021/acs.jpclett.2c01073,1948-7185,https://doi.org/10.15223/policy-029
500,0000-0001-6203-5338,10.1021/acsmaterialslett.2c00233,2639-4979,https://doi.org/10.15223/policy-029
501,0000-0001-6203-5338,10.1007/s12274-022-4447-7,1998-0124,https://www.springernature.com/gp/researchers/text-and-data-mining
502,0000-0001-6203-5338,10.1002/adom.202101640,2195-1071,http://onlinelibrary.wiley.com/termsAndConditions#vor
503,0000-0001-6203-5338,10.1021/acs.jpclett.1c03745,1948-7185,https://doi.org/10.15223/policy-029
504,0000-0001-6203-5338,10.1016/j.matt.2021.07.018,2590-2385,https://www.elsevier.com/tdm/userlicense/1.0/
505,0000-0001-6203-5338,10.1021/acsami.1c03881,1944-8244,https://doi.org/10.15223/policy-029
506,0000-0001-6203-5338,10.1002/adfm.202006864,1616-301X,http://onlinelibrary.wiley.com/termsAndConditions#vor
507,0000-0001-6203-5338,10.1021/acsnano.0c10373,1936-0851,https://doi.org/10.15223/policy-029
508,0000-0001-6203-5338,10.1364/OE.434341,1094-4087,https://doi.org/10.1364/OA_License_v1#VOR-OA
509,0000-0001-6203-5338,10.1021/acs.jpclett.1c01946,1948-7185,https://doi.org/10.15223/policy-029
